Nama, NJOTKP-MAX, NJOTKP-MIN, NJOP-MIN, NJOP-MAX
Aceh Barat, 0, 0, 0.002, 0.00204 
Aceh Barat Daya, 60000000, 60000000,  0.004,0.004
Aceh Besar, 0,0, 0.0005, 0.001
Aceh Jaya, 65000000, 60000000, 0.005, 0.005
Aceh Selatan, 60000000, 60000000, 0.005, 0.005
Aceh Singkil, 10000000, 10000000, 0.001, 0.0025
Aceh Tamiang, 10000000, 10000000, 0.001, 0.002
Aceh Tengah, 10000000, 10000000, 0.003, 0.003
Aceh Tenggara, 0, 0, 0.0005, 0.007
Aceh Timur, 0, 0, 0.0005, 0.007
Aceh Utara, 0, 0, 0.0005, 0.007
Bener Meriah, 10000000, 10000000, 0.001, 0.002
Bireuen, 10000000, 10000000, 0.001, 0.002
Gayo Lues, 10000000, 10000000, 0.002, 0.002
Nagan Raya, 10000000, 10000000, 0.001, 0.003
Pidie
Pidie Jaya
Simeulue
Banda Aceh
Langsa
Lhokseumawe
Sabang
Subulussalam
Asahan
Batubara
Dairi
Deli Serdang
Humbang Hasundutan
Karo
Labuhanbatu
Labuhanbatu Selatan
Labuhanbatu Utara
Langkat
Mandailing Natal
Nias
Nias Barat
Nias Selatan
Nias Utara
Padang Lawas
Padang Lawas Utara
Pakpak Bharat
Samosir
Serdang Bedagai
Simalungun
Tapanuli Selatan
Tapanuli Tengah
Tapanuli Utara
Toba Samosir
Binjai
Gunungsitoli
Medan
Padangsidempuan
Pematangsiantar
Sibolga
Tanjungbalai
Tebing Tinggi
Agam
Dharmasraya
Kepulauan Mentawai
Lima Puluh Kota
Padang Pariaman
Pasaman
Pasaman Barat
Pesisir Selatan
Sijunjung
Solok
Solok Selatan
Tanah Datar
Bukittinggi
Padang
Padangpanjang
Pariaman
Payakumbuh
Sawahlunto
Solok
Banyuasin
Empat Lawang
Lahat
Muara Enim
Musi Banyuasin
Musi Rawas
Musi Rawas Utara
Ogan Ilir
Ogan Komering Ilir
Ogan Komering Ulu
Ogan Komering Ulu Selatan
Ogan Komering Ulu Timur
Penukal Abab Lematang Ilir
Lubuklinggau
Pagar Alam
Palembang
Prabumulih
Bengkalis
Indragiri Hilir
Indragiri Hulu
Kampar
Kepulauan Meranti
Kuantan Singingi
Pelalawan
Rokan Hilir
Rokan Hulu
Siak
Dumai
Pekanbaru
Bintan
Karimun
Kepulauan Anambas
Lingga
Natuna
Batam
Tanjung Pinang
Batanghari
Bungo
Kerinci
Merangin
Muaro Jambi
Sarolangun
Tanjung Jabung Barat
Tanjung Jabung Timur
Tebo
Jambi
Sungai Penuh
Bengkulu Selatan
Bengkulu Tengah
Bengkulu Utara
Kaur
Kepahiang
Lebong
Mukomuko
Rejang Lebong
Seluma
Bengkulu
Bangka
Bangka Barat
Bangka Selatan
Bangka Tengah
Belitung
Belitung Timur
Pangkal Pinang
Lampung Tengah
Lampung Utara
Lampung Selatan
Lampung Barat
Lampung Timur
Mesuji
Pesawaran
Pesisir Barat
Pringsewu
Tulang Bawang
Tulang Bawang Barat
Tanggamus
Way Kanan
Bandar Lampung
Metro
Lebak
Pandeglang
Serang
Tangerang
Cilegon
Serang
Tangerang
Tangerang Selatan
Bandung
Bandung Barat
Bekasi
Bogor
Ciamis
Cianjur
Cirebon
Garut
Indramayu
Karawang
Kuningan
Majalengka
Pangandaran
Purwakarta
Subang
Sukabumi
Sumedang
Tasikmalaya
Bandung
Banjar
Bekasi
Bogor
Cimahi
Cirebon
Depok
Sukabumi
Tasikmalaya
Banjarnegara
Banyumas
Batang
Blora
Boyolali
Brebes
Cilacap
Demak
Grobogan
Jepara
Karanganyar
Kebumen
Kendal
Klaten
Kudus
Magelang
Pati
Pekalongan
Pemalang
Purbalingga
Purworejo
Rembang
Semarang
Sragen
Sukoharjo
Tegal
Temanggung
Wonogiri
Wonosobo
Magelang
Pekalongan
Salatiga
Semarang
Surakarta
Tegal
Bangkalan
Banyuwangi
Blitar
Bojonegoro
Bondowoso
Gresik
Jember
Jombang
Kediri
Lamongan
Lumajang
Madiun
Magetan
Malang
Mojokerto
Nganjuk
Ngawi
Pacitan
Pamekasan
Pasuruan
Ponorogo
Probolinggo
Sampang
Sidoarjo
Situbondo
Sumenep
Trenggalek
Tuban
Tulungagung
Batu
Blitar
Kediri
Madiun
Malang
Mojokerto
Pasuruan
Probolinggo
Surabaya
Jakarta Barat
Jakarta Pusat
Jakarta Selatan
Jakarta Timur
Jakarta Utara
Kepulauan Seribu
Bantul
Gunungkidul
Kulon Progo
Sleman
Yogyakarta
Badung
Bangli
Buleleng
Gianyar
Jembrana
Karangasem
Klungkung
Tabanan
Denpasar
Bima
Dompu
Lombok Barat
Lombok Tengah
Lombok Timur
Lombok Utara
Sumbawa
Sumbawa Barat
Bima
Mataram
Alor
Belu
Ende
Flores Timur
Kupang
Lembata
Malaka
Manggarai
Manggarai Barat
Manggarai Timur
Ngada
Nagekeo
Rote Ndao
Sabu Raijua
Sikka
Sumba Barat
Sumba Barat Daya
Sumba Tengah
Sumba Timur
Timor Tengah Selatan
Timor Tengah Utara
Kupang
Bengkayang
Kapuas Hulu
Kayong Utara
Ketapang
Kubu Raya
Landak
Melawi
Mempawah
Sambas
Sanggau
Sekadau
Sintang
Pontianak
Singkawang
Balangan
Banjar
Barito Kuala
Hulu Sungai Selatan
Hulu Sungai Tengah
Hulu Sungai Utara
Kotabaru
Tabalong
Tanah Bumbu
Tanah Laut
Tapin
Banjarbaru
Banjarmasin
Barito Selatan
Barito Timur
Barito Utara
Gunung Mas
Kapuas
Katingan
Kotawaringin Barat
Kotawaringin Timur
Lamandau
Murung Raya
Pulang Pisau
Sukamara
Seruyan
Palangka Raya
Berau
Kutai Barat
Kutai Kartanegara
Kutai Timur
Mahakam Ulu
Paser
Penajam Paser Utara
Balikpapan
Bontang
Samarinda
Bulungan
Malinau
Nunukan
Tana Tidung
Tarakan
Boalemo
Bone Bolango
Gorontalo
Gorontalo Utara
Pohuwato
Gorontalo
Bantaeng
Barru
Bone
Bulukumba
Enrekang
Gowa
Jeneponto
Kepulauan Selayar
Luwu
Luwu Timur
Luwu Utara
Maros
Pangkajene dan Kepulauan
Pinrang
Sidenreng Rappang
Sinjai
Soppeng
Takalar
Tana Toraja
Toraja Utara
Wajo
Makassar
Palopo
Parepare
Bombana
Buton
Buton Selatan
Buton Tengah
Buton Utara
Kolaka
Kolaka Timur
Kolaka Utara
Konawe
Konawe Kepulauan
Konawe Selatan
Konawe Utara
Muna
Muna Barat
Wakatobi
Bau-Bau
Kendari
Banggai
Banggai Kepulauan
Banggai Laut
Buol
Donggala
Morowali
Morowali Utara
Parigi Moutong
Poso
Sigi
Tojo Una-Una
Toli-Toli
Palu
Bolaang Mongondow
Bolaang Mongondow Selatan
Bolaang Mongondow Timur
Bolaang Mongondow Utara
Kepulauan Sangihe
Kepulauan Siau Tagulandang Biaro
Kepulauan Talaud
Minahasa
Minahasa Selatan
Minahasa Tenggara
Minahasa Utara
Bitung
Kotamobagu
Manado
Tomohon
Majene
Mamasa
Mamuju
Mamuju Tengah
Mamuju Utara
Polewali Mandar
Mamuju
Buru
Buru Selatan
Kepulauan Aru
Maluku Barat Daya
Maluku Tengah
Maluku Tenggara
Maluku Tenggara Barat
Seram Bagian Barat
Seram Bagian Timur
Ambon
Tual
Halmahera Barat
Halmahera Tengah
Halmahera Utara
Halmahera Selatan
Kepulauan Sula
Halmahera Timur
Pulau Morotai
Pulau Taliabu
Ternate
Tidore Kepulauan
Asmat
Biak Numfor
Boven Digoel
Deiyai
Dogiyai
Intan Jaya
Jayapura
Jayawijaya
Keerom
Kepulauan Yapen
Lanny Jaya
Mamberamo Raya
Mamberamo Tengah
Mappi
Merauke
Mimika
Nabire
Nduga
Paniai
Pegunungan Bintang
Puncak
Puncak Jaya
Sarmi
Supiori
Tolikara
Waropen
Yahukimo
Yalimo
Jayapura
Fakfak
Kaimana
Manokwari
Manokwari Selatan
Maybrat
Pegunungan Arfak
Raja Ampat
Sorong
Sorong Selatan
Tambrauw
Teluk Bintuni
Teluk Wondama
