price,location,bedrooms,toilet,garage,LT,LB
23000000000,"Kemang, Jakarta Selatan",9.0,4.0,7.0,1050.0,800.0
2200000000,"Serpong, Tangerang Selatan",3.0,3.0,1.0,66.0,95.0
1200000000,"Serpong, Tangerang Selatan",2.0,1.0,1.0,72.0,45.0
1100000000,"Serpong, Tangerang Selatan",3.0,2.0,1.0,120.0,55.0
2300000000,"Harapan Indah, Bekasi",3.0,3.0,1.0,84.0,87.0
1550000000,"Wiyung, Surabaya",4.0,3.0,,2.0,195.0
495000000,"BSD, Tangerang",2.0,1.0,,72.0,39.0
10000000000,"Sunter, Jakarta Utara",3.0,5.0,,12.0,12.0
14500000000,"Sunter, Jakarta Utara",4.0,3.0,,630.0,500.0
9900000000,"Sunter, Jakarta Utara",4.0,3.0,1.0,364.0,560.0
4950000000,"Sunter, Jakarta Utara",3.0,4.0,2.0,247.0,400.0
1660000000,"Sentul City, Bogor",4.0,2.0,,144.0,100.0
760000000,"Bojong Gede, Bogor",3.0,2.0,,60.0,90.0
670000000,"Bojong Gede, Bogor",2.0,1.0,,90.0,54.0
970000000,"Ciracas, Jakarta Timur",2.0,2.0,,42.0,65.0
1050000000,"Serpong, Tangerang Selatan",3.0,2.0,,66.0,77.0
760000000,"Sentul City, Bogor",3.0,1.0,,162.0,90.0
500000000,"Serpong, Tangerang Selatan",2.0,1.0,,60.0,45.0
670000000,"Cibinong, Bogor",2.0,1.0,,96.0,45.0
590000000,"Cilodong, Depok",2.0,1.0,,100.0,65.0
2490000000,"Cileungsi, Bogor",4.0,4.0,,120.0,200.0
890000000,"Cipayung, Jakarta Timur",3.0,2.0,,95.0,80.0
830000000,"Lippo Karawaci, Tangerang",3.0,3.0,,84.0,150.0
2210000000,"Kemayoran, Jakarta Pusat",5.0,5.0,,269.0,269.0
760000000,"Sentul, Bogor",3.0,1.0,,162.0,90.0
2230000000,"Jagakarsa, Jakarta Selatan",3.0,2.0,,112.0,112.0
710000000,"Cibinong, Bogor",3.0,2.0,,70.0,90.0
460000000,"Sawangan, Depok",2.0,1.0,,75.0,36.0
1110000000,"Cinere, Depok",2.0,1.0,,118.0,54.0
1660000000,"Bintaro, Tangerang Selatan",5.0,4.0,,144.0,220.0
5500000000,"Cipete, Jakarta Selatan",4.0,3.0,,272.0,155.0
2700000000,"Kota Wisata, Bogor",4.0,3.0,2.0,2.0,380.0
9900000000,"Setiabudi, Jakarta Selatan",8.0,3.0,1.0,151.0,151.0
4550000000,"Sektor 9-Bintaro, Tangerang Selatan",4.0,4.0,2.0,180.0,285.0
3250000000,"Rawamangun, Jakarta Timur",3.0,3.0,2.0,100.0,150.0
8500000000,"Cilandak, Jakarta Selatan",4.0,3.0,2.0,335.0,320.0
28000000000,"Kemang, Jakarta Selatan",5.0,4.0,2.0,1000.0,1400.0
3100000000,"Tebet, Jakarta Selatan",4.0,3.0,1.0,130.0,215.0
2700000000,"Sentul City, Bogor",4.0,2.0,1.0,218.0,180.0
7700000000,"Tebet, Jakarta Selatan",5.0,5.0,3.0,400.0,500.0
7500000000,"Bekasi Barat, Bekasi",6.0,5.0,2.0,432.0,500.0
1100000000,"Tambun Selatan, Bekasi",3.0,3.0,1.0,64.0,72.0
1650000000,"Citra Garden, Jakarta Barat",3.0,2.0,1.0,120.0,100.0
990000000,"Cileungsi, Bogor",4.0,2.0,1.0,105.0,57.0
19500000000,"Kebayoran Baru, Jakarta Selatan",4.0,2.0,2.0,318.0,180.0
6300000000,"BSD City, Tangerang",5.0,5.0,2.0,120.0,232.0
2400000000,"Kebagusan, Jakarta Selatan",4.0,4.0,2.0,75.0,120.0
6800000000,"Puri Indah, Jakarta Barat",3.0,3.0,1.0,200.0,200.0
2300000000,"Summarecon Bekasi, Bekasi",3.0,3.0,1.0,84.0,87.0
2300000000,"Jakarta Garden City, Jakarta Timur",3.0,3.0,1.0,84.0,87.0
1500000000,"Cibubur, Jakarta Timur",2.0,2.0,1.0,72.0,70.0
1900000000,"Ciracas, Jakarta Timur",3.0,2.0,1.0,91.0,98.0
6300000000,"Pantai Indah Kapuk, Jakarta Utara",4.0,4.0,2.0,184.0,276.0
45800000000,"Kemang, Jakarta Selatan",5.0,3.0,10.0,2363.0,487.0
6400000000,"Cibinong, Bogor",5.0,5.0,3.0,528.0,486.0
3900000000,"Jimbaran, Badung",3.0,3.0,1.0,145.0,142.0
2900000000,"Jimbaran, Badung",2.0,2.0,1.0,145.0,125.0
13300000000,"Kemang, Jakarta Selatan",7.0,6.0,4.0,428.0,500.0
2700000000,"Kelapa Gading, Jakarta Utara",4.0,3.0,2.0,6.0,6.0
4900000000,"Kelapa Gading, Jakarta Utara",4.0,3.0,1.0,8.0,8.0
5750000000,"Lebak Bulus, Jakarta Selatan",3.0,3.0,2.0,279.0,279.0
2600000000,"Kelapa Gading, Jakarta Utara",,3.0,1.0,6.0,6.0
2250000000,"Ciputat, Tangerang Selatan",3.0,3.0,1.0,152.0,152.0
4850000000,"Sunter, Jakarta Utara",5.0,4.0,2.0,7.0,7.0
52000000000,"Pondok Indah, Jakarta Selatan",4.0,5.0,4.0,634.0,720.0
3500000000,"Kelapa Gading, Jakarta Utara",5.0,3.0,2.0,8.0,8.0
2500000000,"Pantai Indah Kapuk, Jakarta Utara",3.0,3.0,2.0,75.0,124.0
2620000000,"Pantai Indah Kapuk, Jakarta Utara",3.0,2.0,2.0,80.0,127.0
3500000000,"Bintaro, Tangerang Selatan",3.0,3.0,1.0,180.0,232.0
2200000000,"Gading Serpong, Tangerang",3.0,3.0,1.0,66.0,95.0
1300000000,"TB Simatupang, Jakarta Selatan",3.0,2.0,1.0,60.0,60.0
42000000000,"Cipete, Jakarta Selatan",5.0,5.0,6.0,1925.0,900.0
2800000000,"BSD City, Tangerang",4.0,3.0,1.0,90.0,90.0
1600000000,"Summarecon Bekasi, Bekasi",4.0,2.0,2.0,66.0,76.0
1700000000,"Summarecon Bekasi, Bekasi",2.0,2.0,1.0,91.0,65.0
2350000000,"Summarecon Bekasi, Bekasi",3.0,3.0,1.0,119.0,200.0
1900000000,"Summarecon Bekasi, Bekasi",3.0,3.0,1.0,91.0,84.0
1350000000,"Summarecon Bekasi, Bekasi",2.0,2.0,1.0,66.0,69.0
1700000000,"Grand Wisata, Bekasi",4.0,2.0,2.0,98.0,85.0
3750000000,"Summarecon Bekasi, Bekasi",4.0,3.0,2.0,130.0,177.0
13500000000,"Pantai Indah Kapuk, Jakarta Utara",4.0,4.0,,260.0,260.0
2500000000,"Kelapa Gading, Jakarta Utara",3.0,3.0,1.0,5.0,180.0
4200000000,"Citraland, Surabaya",,4.0,2.0,205.0,260.0
1400000000,"Kota Wisata, Bogor",2.0,2.0,1.0,72.0,70.0
2800000000,"Summarecon Bekasi, Bekasi",4.0,3.0,2.0,117.0,133.0
2200000000,"Batununggal, Bandung",3.0,2.0,1.0,180.0,160.0
3300000000,"Tebet, Jakarta Selatan",4.0,3.0,1.0,135.0,145.0
3950000000,"Tebet, Jakarta Selatan",4.0,5.0,2.0,157.0,280.0
7950000000,"Tebet, Jakarta Selatan",4.0,5.0,3.0,400.0,600.0
2950000000,"Tebet, Jakarta Selatan",4.0,4.0,1.0,170.0,200.0
5450000000,"Tebet, Jakarta Selatan",5.0,3.0,1.0,201.0,225.0
5300000000,"Kav DKI, Jakarta Barat",4.0,4.0,3.0,375.0,436.0
2500000000,"Pancoran, Jakarta Selatan",2.0,2.0,1.0,111.0,105.0
750000000,"Kramat Jati, Jakarta Timur",2.0,1.0,1.0,1.0,1.0
3100000000,"Citra Garden, Jakarta Barat",3.0,2.0,1.0,2.0,2.0
365000000,"Jonggol, Bogor",3.0,2.0,1.0,72.0,72.0
1350000000,"Cinere, Depok",3.0,2.0,1.0,60.0,90.0
1400000000,"Kota Wisata, Bogor",2.0,2.0,1.0,72.0,70.0
1230000000,"Cikupa Citra Raya, Tangerang",3.0,2.0,1.0,120.0,136.0
3600000000,"Alam Sutera, Tangerang",3.0,3.0,1.0,170.0,200.0
7250000000,"Cipete, Jakarta Selatan",4.0,2.0,1.0,330.0,490.0
1300000000,"Sawangan, Depok",3.0,2.0,1.0,60.0,60.0
21000000000,"Ampera, Jakarta Selatan",4.0,3.0,9.0,1034.0,500.0
4200000000,"Duren Sawit, Jakarta Timur",4.0,3.0,2.0,145.0,260.0
4850000000,"Ciputat, Tangerang Selatan",3.0,3.0,3.0,345.0,200.0
7800000000,"Duren Tiga, Jakarta Selatan",4.0,4.0,2.0,246.0,221.0
49000000000,"Mega Kuningan, Jakarta Selatan",4.0,4.0,5.0,540.0,1100.0
16000000000,"Jatiwaringin, Jakarta Timur",3.0,2.0,7.0,865.0,300.0
1600000000,"Ciangsana, Bogor",4.0,3.0,1.0,100.0,185.0
4000000000,"BSD Green Cove, Tangerang",4.0,3.0,2.0,9.0,150.0
6150000000,"BSD, Tangerang Selatan",7.0,5.0,2.0,380.0,323.0
24500000000,"Kemang, Jakarta Selatan",6.0,6.0,6.0,787.0,600.0
7200000000,"Kelapa Gading, Jakarta Utara",4.0,3.0,2.0,188.0,220.0
6900000000,"Kelapa Gading, Jakarta Utara",4.0,3.0,1.0,180.0,350.0
7300000000,"Sunter, Jakarta Utara",6.0,4.0,2.0,194.0,400.0
6150000000,"BSD, Tangerang Selatan",7.0,5.0,2.0,380.0,323.0
1350000000,"Buah Batu, Bandung",4.0,2.0,1.0,90.0,145.0
3650000000,"Kelapa Gading, Jakarta Utara",4.0,3.0,2.0,180.0,300.0
3900000000,"Kelapa Gading, Jakarta Utara",3.0,3.0,2.0,200.0,250.0
2200000000,"Jimbaran, Badung",4.0,3.0,1.0,118.0,160.0
1250000000,"Denpasar Barat, Denpasar",3.0,2.0,1.0,55.0,77.0
1750000000,"Jimbaran, Badung",3.0,3.0,1.0,81.0,115.0
1600000000,"Jimbaran, Badung",3.0,3.0,1.0,100.0,85.0
7000000000,"Meruya, Jakarta Barat",5.0,4.0,3.0,,330.0
38000000000,"Kebayoran Baru, Jakarta Selatan",6.0,6.0,6.0,863.0,1350.0
6800000000,"BSD The Icon, Tangerang",4.0,4.0,2.0,221.0,221.0
3500000000,"Meruya, Jakarta Barat",4.0,2.0,2.0,2.0,2.0
4990000000,"Meruya, Jakarta Barat",4.0,3.0,2.0,11620.0,11620.0
3950000000,"Meruya, Jakarta Barat",4.0,2.0,1.0,10.0,10.0
53000000000,"Kebayoran Baru, Jakarta Selatan",5.0,3.0,5.0,726.0,564.0
4099999999,"Meruya, Jakarta Barat",4.0,4.0,1.0,250.0,280.0
35000000000,"Senopati, Jakarta Selatan",4.0,3.0,2.0,536.0,400.0
6300000000,"Pondok Indah, Jakarta Selatan",5.0,3.0,1.0,195.0,250.0
6000000000,"Pondok Indah, Jakarta Selatan",,4.0,1.0,250.0,180.0
1550000000,"Green Lake City, Jakarta Barat",3.0,2.0,1.0,,102.0
1600000000,"Citraland, Surabaya",3.0,3.0,1.0,55.0,77.0
6900000000,"Menteng, Jakarta Pusat",4.0,4.0,2.0,76.0,375.0
7230000000,"Pantai Indah Kapuk 2, Jakarta Utara",4.0,4.0,2.0,200.0,225.0
9500000000,"Pantai Indah Kapuk, Jakarta Utara",4.0,3.0,2.0,252.0,362.0
4900000000,"Buah Batu, Bandung",4.0,3.0,2.0,176.0,172.0
1800000000,"Cibubur, Bogor",2.0,2.0,1.0,96.0,79.0
6900000000,"Kuningan, Jakarta Selatan",4.0,4.0,2.0,76.0,375.0
1300000000,"Ciracas, Jakarta Timur",2.0,2.0,1.0,60.0,54.0
6900000000,"Cipete, Jakarta Selatan",4.0,4.0,2.0,76.0,375.0
2480000000,"Pamulang, Tangerang Selatan",2.0,2.0,1.0,224.0,100.0
900000000,"BSD, Tangerang",2.0,2.0,,40.0,40.0
5800000000,"Jimbaran, Badung",3.0,4.0,2.0,16.0,270.0
1550000000,"Green Lake City, Jakarta Barat",3.0,2.0,1.0,,100.0
4600000000,"Puri Indah, Jakarta Barat",2.0,2.0,1.0,160.0,160.0
20000000000,"Sentul City, Bogor",4.0,5.0,4.0,1375.0,550.0
13000000000,"Cilandak, Jakarta Selatan",6.0,6.0,3.0,358.0,800.0
1980000000,"Cisauk, Tangerang",3.0,3.0,2.0,98.0,150.0
2950000000,"Gading Serpong, Tangerang",4.0,3.0,1.0,160.0,120.0
4700000000,"Kelapa Gading, Jakarta Utara",4.0,5.0,3.0,206.0,300.0
4500000000,"Kelapa Gading, Jakarta Utara",4.0,2.0,2.0,153.0,250.0
49000000000,"Kuningan, Jakarta Selatan",4.0,4.0,5.0,540.0,1100.0
6500000000,"Kemang, Jakarta Selatan",4.0,4.0,1.0,130.0,285.0
25000000000,"Pondok Indah, Jakarta Selatan",5.0,3.0,2.0,412.0,372.0
14500000000,"Bintaro, Tangerang Selatan",4.0,3.0,4.0,515.0,515.0
53000000000,"Menteng, Jakarta Pusat",4.0,4.0,6.0,548.0,600.0
2550000000,"Bintaro, Tangerang Selatan",4.0,3.0,1.0,120.0,240.0
2650000000,"Pesanggrahan, Jakarta Selatan",5.0,4.0,2.0,2.0,150.0
32000000000,"Pondok Indah, Jakarta Selatan",6.0,6.0,7.0,600.0,600.0
40000000000,"Cipete, Jakarta Selatan",5.0,5.0,4.0,864.0,796.0
14800000000,"Pejaten, Jakarta Selatan",5.0,4.0,4.0,371.0,380.0
42000000000,"Pondok Indah, Jakarta Selatan",5.0,5.0,4.0,603.0,850.0
2700000000,"Cilandak, Jakarta Selatan",5.0,3.0,2.0,124.0,125.0
27900000000,"Kemang, Jakarta Selatan",5.0,4.0,5.0,1000.0,1400.0
7900000000,"Kemang, Jakarta Selatan",3.0,2.0,5.0,404.0,250.0
37000000000,"Kemang, Jakarta Selatan",4.0,3.0,6.0,1060.0,500.0
7900000000,"Pejaten, Jakarta Selatan",3.0,2.0,5.0,404.0,300.0
20900000000,"Kebayoran Baru, Jakarta Selatan",2.0,1.0,4.0,200.0,90.0
14300000000,"Kemang, Jakarta Selatan",3.0,3.0,7.0,696.0,325.0
49000000000,"Mega Kuningan, Jakarta Selatan",4.0,4.0,5.0,540.0,1100.0
54900000000,"Menteng, Jakarta Pusat",8.0,8.0,6.0,629.0,505.0
44000000000,"Pondok Indah, Jakarta Selatan",5.0,5.0,6.0,627.0,1050.0
22000000000,"Kemang, Jakarta Selatan",6.0,5.0,5.0,854.0,650.0
23000000000,"Kemang, Jakarta Selatan",9.0,4.0,7.0,1050.0,800.0
2200000000,"Serpong, Tangerang Selatan",3.0,3.0,1.0,66.0,95.0
1200000000,"Serpong, Tangerang Selatan",2.0,1.0,1.0,72.0,45.0
1100000000,"Serpong, Tangerang Selatan",3.0,2.0,1.0,120.0,55.0
2300000000,"Harapan Indah, Bekasi",3.0,3.0,1.0,84.0,87.0
1550000000,"Wiyung, Surabaya",4.0,3.0,,2.0,195.0
495000000,"BSD, Tangerang",2.0,1.0,,72.0,39.0
4500000000,"Kota Wisata, Bogor",6.0,6.0,2.0,0.375,0.375
10000000000,"Sunter, Jakarta Utara",3.0,5.0,,12.0,12.0
14500000000,"Sunter, Jakarta Utara",4.0,3.0,,630.0,500.0
9900000000,"Sunter, Jakarta Utara",4.0,3.0,1.0,364.0,560.0
4950000000,"Sunter, Jakarta Utara",3.0,4.0,2.0,247.0,400.0
2900000000,"Gading Serpong, Tangerang",3.0,4.0,2.0,126.0,126.0
23000000000,"Mega Kuningan, Jakarta Selatan",4.0,4.0,,300.0,300.0
3800000000,"Tebet, Jakarta Selatan",2.0,1.0,1.0,151.0,30.0
32500000000,"Kemang, Jakarta Selatan",5.0,4.0,10.0,1636.0,1100.0
48000000000,"Kemang, Jakarta Selatan",1.0,1.0,20.0,5500.0,1000.0
12500000000,"Cipete, Jakarta Selatan",4.0,4.0,4.0,500.0,400.0
18000000000,"Kemang, Jakarta Selatan",4.0,3.0,2.0,986.0,500.0
33000000000,"Kemang, Jakarta Selatan",5.0,4.0,5.0,1419.0,800.0
3750000000,"Alam Sutera, Tangerang",,5.0,4.0,200.0,200.0
7000000000,"Jagakarsa, Jakarta Selatan",4.0,3.0,4.0,1006.0,600.0
14000000000,"Cipete, Jakarta Selatan",5.0,7.0,4.0,518.0,450.0
1900000000,"Jatibening, Bekasi",3.0,3.0,2.0,138.0,144.0
2750000000,"Kelapa Gading, Jakarta Utara",5.0,3.0,1.0,165.0,235.0
2950000000,"Bintaro, Jakarta Selatan",4.0,3.0,1.0,106.0,128.0
3500000000,"Bintaro, Jakarta Selatan",4.0,4.0,2.0,221.0,230.0
6800000000,"Pantai Indah Kapuk, Jakarta Utara",4.0,4.0,,200.0,320.0
4650000000,"Serpong, Tangerang Selatan",5.0,4.0,2.0,220.0,220.0
1900000000,"Bintaro, Tangerang Selatan",3.0,3.0,2.0,105.0,140.0
2400000000,"Bintaro, Tangerang Selatan",4.0,2.0,2.0,,
1450000000,"Bintaro, Tangerang Selatan",3.0,3.0,1.0,1.5,1.5
1790000000,"Gading Serpong, Tangerang",3.0,3.0,1.0,98.0,150.0
1790000000,"BSD, Tangerang",3.0,3.0,1.0,98.0,150.0
4550000000,"Sektor 9-Bintaro, Tangerang Selatan",4.0,4.0,2.0,180.0,285.0
3200000000,"Pondok Kelapa, Jakarta Timur",3.0,3.0,2.0,180.0,159.0
3250000000,"Rawamangun, Jakarta Timur",3.0,3.0,2.0,100.0,150.0
8500000000,"Cilandak, Jakarta Selatan",4.0,3.0,2.0,335.0,320.0
3900000000,"Duren Sawit, Jakarta Timur",4.0,3.0,1.0,162.0,200.0
28000000000,"Kemang, Jakarta Selatan",5.0,4.0,2.0,1000.0,1400.0
3100000000,"Tebet, Jakarta Selatan",4.0,3.0,1.0,130.0,215.0
2700000000,"Sentul City, Bogor",4.0,2.0,1.0,218.0,180.0
7700000000,"Tebet, Jakarta Selatan",5.0,5.0,3.0,400.0,500.0
7500000000,"Bekasi Barat, Bekasi",6.0,5.0,2.0,432.0,500.0
1100000000,"Tambun Selatan, Bekasi",3.0,3.0,1.0,64.0,72.0
1650000000,"Citra Garden, Jakarta Barat",3.0,2.0,1.0,120.0,100.0
1300000000,"Fatmawati, Jakarta Selatan",3.0,2.0,1.0,60.0,60.0
990000000,"Cileungsi, Bogor",4.0,2.0,1.0,105.0,57.0
19500000000,"Kebayoran Baru, Jakarta Selatan",4.0,2.0,2.0,318.0,180.0
1700000000,"Taman Kopo Indah, Bandung",2.0,1.0,1.0,82.0,72.0
6300000000,"BSD City, Tangerang",5.0,5.0,2.0,120.0,232.0
3000000000,"Cawang, Jakarta Timur",5.0,2.0,1.0,155.0,130.0
2400000000,"Kebagusan, Jakarta Selatan",4.0,4.0,2.0,75.0,120.0
6800000000,"Puri Indah, Jakarta Barat",3.0,3.0,1.0,200.0,200.0
1100000000,"Tambun Selatan, Bekasi",3.0,3.0,1.0,64.0,72.0
1650000000,"Citra Garden, Jakarta Barat",3.0,2.0,1.0,120.0,100.0
1300000000,"Fatmawati, Jakarta Selatan",3.0,2.0,1.0,60.0,60.0
990000000,"Cileungsi, Bogor",4.0,2.0,1.0,105.0,57.0
19500000000,"Kebayoran Baru, Jakarta Selatan",4.0,2.0,2.0,318.0,180.0
1700000000,"Taman Kopo Indah, Bandung",2.0,1.0,1.0,82.0,72.0
6300000000,"BSD City, Tangerang",5.0,5.0,2.0,120.0,232.0
3000000000,"Cawang, Jakarta Timur",5.0,2.0,1.0,155.0,130.0
2400000000,"Kebagusan, Jakarta Selatan",4.0,4.0,2.0,75.0,120.0
6800000000,"Puri Indah, Jakarta Barat",3.0,3.0,1.0,200.0,200.0
2300000000,"Summarecon Bekasi, Bekasi",3.0,3.0,1.0,84.0,87.0
2300000000,"Jakarta Garden City, Jakarta Timur",3.0,3.0,1.0,84.0,87.0
1500000000,"Cibubur, Jakarta Timur",2.0,2.0,1.0,72.0,70.0
1900000000,"Ciracas, Jakarta Timur",3.0,2.0,1.0,91.0,98.0
6300000000,"Pantai Indah Kapuk, Jakarta Utara",4.0,4.0,2.0,184.0,276.0
45800000000,"Kemang, Jakarta Selatan",5.0,3.0,10.0,2363.0,487.0
6400000000,"Cibinong, Bogor",5.0,5.0,3.0,528.0,486.0
3900000000,"Jimbaran, Badung",3.0,3.0,1.0,145.0,142.0
2900000000,"Jimbaran, Badung",2.0,2.0,1.0,145.0,125.0
13300000000,"Kemang, Jakarta Selatan",7.0,6.0,4.0,428.0,500.0
2700000000,"Kelapa Gading, Jakarta Utara",4.0,3.0,2.0,6.0,6.0
4900000000,"Kelapa Gading, Jakarta Utara",4.0,3.0,1.0,8.0,8.0
5750000000,"Lebak Bulus, Jakarta Selatan",3.0,3.0,2.0,279.0,279.0
2600000000,"Kelapa Gading, Jakarta Utara",,3.0,1.0,6.0,6.0
2250000000,"Ciputat, Tangerang Selatan",3.0,3.0,1.0,152.0,152.0
4850000000,"Sunter, Jakarta Utara",5.0,4.0,2.0,7.0,7.0
52000000000,"Pondok Indah, Jakarta Selatan",4.0,5.0,4.0,634.0,720.0
3500000000,"Kelapa Gading, Jakarta Utara",5.0,3.0,2.0,8.0,8.0
2500000000,"Pantai Indah Kapuk, Jakarta Utara",3.0,3.0,2.0,75.0,124.0
2620000000,"Pantai Indah Kapuk, Jakarta Utara",3.0,2.0,2.0,80.0,127.0
3500000000,"Bintaro, Tangerang Selatan",3.0,3.0,1.0,180.0,232.0
2200000000,"Gading Serpong, Tangerang",3.0,3.0,1.0,66.0,95.0
1300000000,"TB Simatupang, Jakarta Selatan",3.0,2.0,1.0,60.0,60.0
3000000000,"Serpong, Tangerang Selatan",3.0,3.0,1.0,98.0,118.0
1300000000,"Jagakarsa, Jakarta Selatan",3.0,2.0,1.0,60.0,60.0
1490000000,"Cikarang, Bekasi",2.0,2.0,1.0,78.0,82.0
2700000000,"BSD City, Tangerang",3.0,2.0,1.0,97.0,70.0
2300000000,"Kelapa Gading, Jakarta Utara",3.0,3.0,1.0,84.0,87.0
1100000000,"Bekasi Timur, Bekasi",3.0,3.0,1.0,64.0,72.0
5000000000,"Lebak Bulus, Jakarta Selatan",4.0,3.0,,240.0,147.0
1380000000,"Bintaro, Tangerang Selatan",3.0,4.0,1.0,71.0,78.0
6900000000,"Cilandak, Jakarta Selatan",4.0,4.0,2.0,76.0,375.0
41000000000,"Menteng, Jakarta Pusat",4.0,4.0,,586.0,750.0
55000000000,"Menteng, Jakarta Pusat",7.0,5.0,,1195.0,1195.0
55000000000,"Menteng, Jakarta Pusat",4.0,,4.0,629.0,800.0
1580000000,"Duren Sawit, Jakarta Timur",3.0,2.0,1.0,90.0,58.0
6100000000,"BSD, Tangerang Selatan",4.0,3.0,2.0,200.0,200.0
4900000000,"Batununggal, Bandung",4.0,3.0,2.0,176.0,172.0
800000000,"Cipondoh, Tangerang",2.0,2.0,1.0,121.0,80.0
4600000000,"Gading Serpong, Tangerang",4.0,3.0,2.0,,
6500000000,"Sentul City, Bogor",5.0,3.0,4.0,565.0,250.0
4000000000,"Sentul City, Bogor",4.0,4.0,2.0,450.0,400.0
1790000000,"Cisauk, Tangerang",3.0,3.0,2.0,98.0,150.0
2200000000,"BSD City, Tangerang",3.0,3.0,1.0,66.0,95.0
1800000000,"Cibubur, Jakarta Timur",2.0,2.0,1.0,96.0,79.0
3800000000,"Sunter, Jakarta Utara",4.0,4.0,1.0,86.0,185.0
5000000000,"Sunter, Jakarta Utara",4.0,3.0,2.0,154.0,250.0
2800000000,"Jati Asih, Bekasi",3.0,3.0,1.0,120.0,140.0
6900000000,"Kebayoran Baru, Jakarta Selatan",4.0,4.0,2.0,76.0,375.0
3700000000,"Grand Wisata, Bekasi",6.0,5.0,1.0,175.0,160.0
1060000000,"Lippo Cikarang, Cikarang",2.0,1.0,1.0,70.0,42.0
1300000000,"Limo, Depok",3.0,2.0,1.0,60.0,60.0
3000000000,"BSD City, Tangerang",3.0,3.0,,98.0,118.0
30000000000,"Kemang, Jakarta Selatan",4.0,3.0,6.0,1580.0,700.0
42000000000,"Cipete, Jakarta Selatan",5.0,5.0,6.0,1925.0,900.0
2800000000,"BSD City, Tangerang",4.0,3.0,1.0,90.0,90.0
1600000000,"Summarecon Bekasi, Bekasi",4.0,2.0,2.0,66.0,76.0
1700000000,"Summarecon Bekasi, Bekasi",2.0,2.0,1.0,91.0,65.0
2350000000,"Summarecon Bekasi, Bekasi",3.0,3.0,1.0,119.0,200.0
1900000000,"Summarecon Bekasi, Bekasi",3.0,3.0,1.0,91.0,84.0
1350000000,"Summarecon Bekasi, Bekasi",2.0,2.0,1.0,66.0,69.0
1700000000,"Grand Wisata, Bekasi",4.0,2.0,2.0,98.0,85.0
3750000000,"Summarecon Bekasi, Bekasi",4.0,3.0,2.0,130.0,177.0
13500000000,"Pantai Indah Kapuk, Jakarta Utara",4.0,4.0,,260.0,260.0
2500000000,"Kelapa Gading, Jakarta Utara",3.0,3.0,1.0,5.0,180.0
4200000000,"Citraland, Surabaya",,4.0,2.0,205.0,260.0
1400000000,"Kota Wisata, Bogor",2.0,2.0,1.0,72.0,70.0
2800000000,"Summarecon Bekasi, Bekasi",4.0,3.0,2.0,117.0,133.0
2200000000,"Batununggal, Bandung",3.0,2.0,1.0,180.0,160.0
3300000000,"Tebet, Jakarta Selatan",4.0,3.0,1.0,135.0,145.0
765000000,"Tanah Baru, Depok",2.0,1.0,1.0,72.0,45.0
570000000,"Margonda, Depok",2.0,1.0,1.0,55.0,40.0
10000000000,"Golf Island, Jakarta Utara",3.0,4.0,2.0,8.0,300.0
458000000,"Utan Kayu, Jakarta Timur",2.0,2.0,,21.0,41.0
1100000000,"Cibitung, Bekasi",3.0,3.0,1.0,64.0,72.0
3750000000,"Metland Puri, Jakarta Barat",4.0,3.0,,200.0,175.0
1300000000,"Jatibening, Bekasi",2.0,2.0,1.0,60.0,54.0
1500000000,"Summarecon Bandung, Bandung",2.0,1.0,1.0,90.0,73.0
1200000000,"Percetakan Negara, Jakarta Pusat",2.0,2.0,1.0,39.0,70.0
160000000000,"Senopati, Jakarta Selatan",6.0,6.0,5.0,1120.0,800.0
1650000000,"Legenda Wisata, Bogor",3.0,2.0,1.0,152.0,152.0
1800000000,"Kota Baru Parahyangan, Bandung",4.0,3.0,1.0,128.0,86.0
2700000000,"Kota Wisata, Bogor",4.0,3.0,2.0,2.0,380.0
4550000000,"Sektor 9-Bintaro, Tangerang Selatan",4.0,4.0,2.0,180.0,285.0
3200000000,"Pondok Kelapa, Jakarta Timur",3.0,3.0,2.0,180.0,159.0
3500000000,"Taman Galaxy, Bekasi",7.0,6.0,2.0,179.0,420.0
1900000000,"Summarecon Bogor, Bogor",4.0,3.0,1.0,120.0,148.0
1100000000,"Cikarang Selatan, Bekasi",3.0,3.0,1.0,64.0,72.0
1300000000,"Cipondoh, Tangerang",2.0,1.0,1.0,60.0,70.0
893000000,"Johar Baru, Jakarta Pusat",2.0,2.0,1.0,38.0,62.0
1150000000,"Jatibening, Bekasi",3.0,3.0,2.0,78.0,96.0
25500000000,"Pantai Indah Kapuk, Jakarta Utara",4.0,5.0,2.0,15.0,900.0
21000000000,"Pantai Indah Kapuk, Jakarta Utara",4.0,4.0,2.0,450.0,450.0
6000000000,"Cilandak, Jakarta Selatan",5.0,2.0,3.0,200.0,300.0
9400000000,"Pantai Indah Kapuk, Jakarta Utara",3.0,3.0,2.0,250.0,315.0
3700000000,"Grand Wisata, Bekasi",6.0,5.0,1.0,175.0,160.0
13000000000,"Pantai Indah Kapuk 2, Jakarta Utara",4.0,4.0,2.0,450.0,600.0
4200000000,"Pantai Indah Kapuk 2, Jakarta Utara",3.0,3.0,,120.0,179.0
1900000000,"Cempaka Putih, Jakarta Pusat",3.0,3.0,1.0,62.0,84.0
1420000000,"Wiyung, Surabaya",3.0,2.0,1.0,158.0,100.0
