price,location,bedrooms,toilet,garage,LT,LB
490000000,"Sawangan, Depok",2.0,1.0,1.0,72.0,50.0
5500000000,"Kelapa Gading, Jakarta Utara",6.0,5.0,3.0,153.0,450.0
10900000000,"Bintaro, Jakarta Selatan",6.0,6.0,,823.0,823.0
3500000000,"Bintaro, Tangerang Selatan",4.0,3.0,2.0,120.0,140.0
2200000000,"Bintaro, Tangerang Selatan",4.0,3.0,2.0,84.0,101.0
3600000000,"Kelapa Gading, Jakarta Utara",4.0,4.0,1.0,3.0,3.0
1820000000,"Kelapa Gading, Jakarta Utara",3.0,2.0,2.0,90.0,150.0
3500000000,"Kelapa Gading, Jakarta Utara",4.0,4.0,2.0,8.0,8.0
4200000000,"Sunter, Jakarta Utara",3.0,3.0,,236.0,250.0
1600000000,"Metland Puri, Jakarta Barat",2.0,2.0,1.0,55.0,63.0
2900000000,"Kalideres, Jakarta Barat",4.0,3.0,2.0,,
5350000000,"Green Lake City, Jakarta Barat",3.0,3.0,2.0,,
1000000000,"Cipondoh, Tangerang",2.0,2.0,1.0,48.0,4.0
1450000000,"Green Lake City, Jakarta Barat",2.0,2.0,1.0,60.0,
1900000000,"Sunter, Jakarta Utara",3.0,2.0,1.0,1.0,100.0
1200000000,"Sunter, Jakarta Utara",2.0,1.0,1.0,78.0,60.0
2950000000,"Kelapa Gading, Jakarta Utara",5.0,4.0,2.0,9.0,250.0
2300000000,"Sunter, Jakarta Utara",3.0,3.0,1.0,132.0,120.0
6000000000,"Sentul City, Bogor",2.0,1.0,2.0,926.0,130.0
13500000000,"Kebayoran Baru, Jakarta Selatan",,1.0,2.0,244.0,200.0
750000000,"Bintaro, Tangerang Selatan",2.0,1.0,1.0,69.0,36.0
1700000000,"Kelapa Gading, Jakarta Utara",3.0,2.0,2.0,4.0,67.0
2650000000,"Kelapa Gading, Jakarta Utara",5.0,4.0,2.0,90.0,190.0
3300000000,"Kelapa Gading, Jakarta Utara",5.0,4.0,2.0,102.0,250.0
2650000000,"Kelapa Gading, Jakarta Utara",4.0,4.0,2.0,102.0,64.0
3300000000,"Kelapa Gading, Jakarta Utara",4.0,4.0,2.0,102.0,280.0
12900000000,"Pantai Indah Kapuk, Jakarta Utara",4.0,4.0,1.0,1.0,455.0
4600000000,"Kelapa Gading, Jakarta Utara",5.0,4.0,2.0,112.0,156.0
13500000000,"Kebayoran Baru, Jakarta Selatan",4.0,3.0,2.0,235.0,500.0
48000000000,"Kebayoran Baru, Jakarta Selatan",17.0,18.0,12.0,620.0,1200.0
6000000000,"Pondok Indah, Jakarta Selatan",,4.0,1.0,250.0,180.0
1550000000,"Green Lake City, Jakarta Barat",3.0,2.0,1.0,,102.0
7230000000,"Pantai Indah Kapuk 2, Jakarta Utara",4.0,4.0,2.0,200.0,225.0
9500000000,"Pantai Indah Kapuk, Jakarta Utara",4.0,3.0,2.0,252.0,362.0
4900000000,"Buah Batu, Bandung",4.0,3.0,2.0,176.0,172.0
6900000000,"Kuningan, Jakarta Selatan",4.0,4.0,2.0,76.0,375.0
6900000000,"Cipete, Jakarta Selatan",4.0,4.0,2.0,76.0,375.0
5800000000,"Jimbaran, Badung",3.0,4.0,2.0,16.0,270.0
1550000000,"Green Lake City, Jakarta Barat",3.0,2.0,1.0,,100.0
4600000000,"Puri Indah, Jakarta Barat",2.0,2.0,1.0,160.0,160.0
20000000000,"Sentul City, Bogor",4.0,5.0,4.0,1375.0,550.0
13000000000,"Cilandak, Jakarta Selatan",6.0,6.0,3.0,358.0,800.0
1980000000,"Cisauk, Tangerang",3.0,3.0,2.0,98.0,150.0
2950000000,"Gading Serpong, Tangerang",4.0,3.0,1.0,160.0,120.0
4700000000,"Kelapa Gading, Jakarta Utara",4.0,5.0,3.0,206.0,300.0
4500000000,"Kelapa Gading, Jakarta Utara",4.0,2.0,2.0,153.0,250.0
49000000000,"Kuningan, Jakarta Selatan",4.0,4.0,5.0,540.0,1100.0
6500000000,"Kemang, Jakarta Selatan",4.0,4.0,1.0,130.0,285.0
4600000000,"Puri Indah, Jakarta Barat",2.0,2.0,1.0,160.0,160.0
20000000000,"Sentul City, Bogor",4.0,5.0,4.0,1375.0,550.0
13000000000,"Cilandak, Jakarta Selatan",6.0,6.0,3.0,358.0,800.0
1980000000,"Cisauk, Tangerang",3.0,3.0,2.0,98.0,150.0
2950000000,"Gading Serpong, Tangerang",4.0,3.0,1.0,160.0,120.0
4700000000,"Kelapa Gading, Jakarta Utara",4.0,5.0,3.0,206.0,300.0
4500000000,"Kelapa Gading, Jakarta Utara",4.0,2.0,2.0,153.0,250.0
49000000000,"Kuningan, Jakarta Selatan",4.0,4.0,5.0,540.0,1100.0
6500000000,"Kemang, Jakarta Selatan",4.0,4.0,1.0,130.0,285.0
25000000000,"Pondok Indah, Jakarta Selatan",5.0,3.0,2.0,412.0,372.0
14500000000,"Bintaro, Tangerang Selatan",4.0,3.0,4.0,515.0,515.0
53000000000,"Menteng, Jakarta Pusat",4.0,4.0,6.0,548.0,600.0
